,Term,Emic_Term,Translit,Scope,Tags,UID,JoinKey,Def,Spec,Source
448,raqam,رقم,,,decreesubordinate_to_superior,456,293,"﻿In general, in the Qajar system a farmān was a decree issued by the monarch, while a raqam was a decree issued by a prince.",iran,
449,zamir-i munir mihr-i tanwir,﻿ضمیر منیر مهر تنوير,,,honorific,457,294,"﻿""a mind as bright as the sun""",,
450,zamir-i munir mihr-i tanwir,﻿ضمیر منیر مهر تنوير,,,honorific,458,294,"﻿""A mind mixed or leavened with friendship.""",,
451,mawajib,مواجب,,,financial,459,296,یکهزار تومان از مواجب انمرحوم را در حق معمد السلطان مؤتمن الخاقان میرزا مصطفی خان نایب اول وزارت خارجه مقرر,iran,857.0
452,urf,عرف,,,,461,297,"can refer to a lineage, e.g. the Urf of Qurayshi: ﻿لاد محمد ولد مهر علی ابن راجا عُرف قریشی",india,876.0
453,mutamam,متمم,,,diplomatics,463,298,متمم / تکمله در فرهنگنامه به معنی تمام کننده، کامل کننده و ضمیمه است,,896.0
454,tasdiq,تصدیق,,,,641,299,"""It served as an attested copy for further order in that regard, and repeated teh stages of the yād-dāsht and the taʿlīqa. It was then sent to the office of the bakhshī for inspection.""",mughals,983.0
455,tasdiq,تصدیق,,,,702,299,"""Tasdiq (Note of Verification): Various kinds of verification notes were produced by Islamic judges (qazis) and other officials in the Mughal empire. Sometimes, a tasdiq was produced to check and validate a copy of an older deed. In other cases, paymaster-general of the army (bakshi) issued tasdiqs to verify the number of soldiers in the employ of a noble on provincial duty.""",india,992.0
456,ta'affun,تعفن,taʿaffun,,health,466,300,"Appears in Bukharan documents in relation to ""fetid pits"" (چقور تعفن ناک).",bukhara,844.0
457,ta'affun,تعفن,taʿaffun,,health,467,300,Sometimes misspelled by Russian-employed scribes: چقور تأفون ناک,bukhara,844.0
458,sar-salamati,سرسلامتی,,,document_type,469,301,letter of condolence,iran,
459,wali-ahd,ولیعهد,,,royal,470,302,عبد الاحد خان بحکم ولیعهدی از بین اخوان پادشاه شد,bukhara,900.0
460,mazbata,مضبطه,,ottomanqajar,document_type,471,303,"In the Ottoman empire, this was a report compiling questions and answers.",ottomans,
461,mazbata,مضبطه,,ottomanqajar,document_type,472,303,,iran,904.0
462,rafizi,رافضی,,,,473,304,"Used by scholars to refer to Shi'a; however, not as ""legalistic"" a term as kāfir, for instance.",,
463,al-taqsir,التقصیر,,,,474,305,"""forgive me for my miserable mistakes""",,
464,fuqara,فقرا,,,subjecthood,478,306,subject (i.e. of a state) (example of usage to close to modern Uzbek meaning),transoxania,934.0
465,fuqara,فقرا,,,subjecthood,891,306,"some Qushbegi documents (from 1903) tend to use fuqara to refer to the 'residents' of a province, and raya to refer to 'subjects' of the state of Bukhara, e.g.: آدم فرموده رعیه گان بخارای شریف فقریایان ولایت ضیا الدین را آورده",bukhara,1059.0
466,waba,وباء,wabāʾ,islam,health,479,307,"""Two terms dominated the classical Arabic plague terminology: ṭāʿūn, usually rendered as 'plague', and wabāʾ, a more general term for pestilential disturbance and contamination of the environment. While there is inconsistency and confusion in their use by various authors, in general wabāʾ is the more inclusive term"" (Pormann, Medieval Islamic Medicine, 59).",,
467,wafida,وافده,,islam,health,480,308,"used by Ibn Ridwan in medieval medicinal treatise to describe an epidemic: ""The meaning of an epidemic (al-wāfidah) illness is that it encompasses many people in one land at one time"" (Pormann, Medieval Islamic Medicine, 58).",,
468,mutasarrif,متصرف,mutaṣarrif,,,496,309,,,108.0
469,mutasarrif,متصرف,mutaṣarrif,,,569,309,governor or leutenant governor,ottomans,
470,rikab-i zafarrikab-i humayun,رکاب ظفررکاب همایون,rikāb-i ẓafar,,,497,310,,,72.0
471,rikab-i zafarrikab-i humayun,رکاب ظفررکاب همایون,rikāb-i ẓafar,,,508,310,,,237.0
472,amadani,,āmadanī,,,501,311,,,114.0
473,dawlat,دولت,,islam,,509,313,"""The transition from a polity based on the imperial household to one based on the bureaucracy coincided with the semantic transformation of the word devlet from a generic term meaning 'power and good fortune' in the earlier period to one signifying governmental apparatus and, eventually, from the seventeenth century on, a 'state' ruling over a people in a specific territory.""",ottomans,
474,muqata'a,مقاطعة,,ottoman,,511,314,"""Furthermore, in various regions, some units were defined as separate urban or rural revenue divisions (muḳāta‘a), which included mines, workshops, and customs.""",ottomans,
475,,التزام,,ottoman,,512,315,"""Furthermore, in various regions, some units were defined as separate urban or rural revenue divisions (muḳāta‘a), which included mines, workshops, and customs. The state either outsourced (iltizām) these divisions to contractors (mültezim) with shortterm revenue collection rights or managed them directly through salaried supervisors. Contractors collected revenues in these enterprises, remitted the amount agreed on in their contracts to the state or primary holders, and kept the rest as profit.""",ottomans,
476,mokasa,مکاسه,,indic,marathas,513,316,"""Villages or lands, or a share in the rule over them and revenue arising from them, granted on condition of military service or in Inám.""",,
477,mokasa,مکاسه,,indic,marathas,514,316,چنانچه مکاسه داران در محالات بهمین دستور بعمل آورده,,939.0
478,khandani,کهندنی,,indic,marathas,515,317,tribute,,
479,khandani,کهندنی,,indic,marathas,518,317,ساهوکار مبلغ هزار روپیه در کهندنی باقی مانده بود,,939.0
480,talabana,طلبانه,,,,516,318,"""Fee paid to a peon for serving a process; the fee payable to a witness; daily pay to constables, &c. (paid by those they guard).""",india,528.0
481,talabana,طلبانه,,,,517,318,مکاسه داران رعایا را تنگ ساخته بسختی تمام و طلبانه وجه کهندنی خود تحصیل کرده گرفته,india,939.0
482,tamassuk,تمسک,,,document_typefinancial,519,319,"""An obligation, bond, promissory note, note of hand, writing, instrument, receipt.""",,528.0
483,tamassuk,تمسک,,,document_typefinancial,520,319,﻿تحصیل عاملان گرفته تتمه را تمسک نوسانده گرفتند,,939.0
484,tamassuk,تمسک,,,document_typefinancial,651,319,"""These consist of all such documents which signify agreement, acknowledgment and undertakings and include, sureties, securities, bonds, deeds of conveyance and counterpart documents of the qabālāt-i-shar'iya mentioned above. Most of these are executed before the qadi and the witness, or required the attestation of the former.""",mughals,983.0
485,tamassuk,تمسک,,,document_typefinancial,652,319,"""As long as the end of the 18th century, there remained on the visage of Mughal Society the darkest blot of human exploitation, that is the trade of human beings. Helpless and down-trodden menials were bought and sold for such triples as rupees ten, to work as hired labourer for a period of not less than fifty years. The bond executed for the transaction is called tamassuk. The document which effects the emancipation of a slave is termed as wathīqa-yi-tāq.""",mughals,983.0
486,tamassuk,تمسک,,,document_typefinancial,697,319,"""A tamassuk was a bond recording a range of obligations. At the simplest, they could be the record of a loan taken; they could also be bonds of paid or unpaid service - a kind of deed of self-enslavement. As with many other documents for recording transactions, a tamassuk was usually an iqrar (a binding declaration) recorded in front of an Islamic judge (qazi) and validated by him in writing.""",india,992.0
487,farigh-khatti,,fārigh-khaṭṭī,indic,financiallegal,522,320,"""Unlike the tamassuk, the name of this documentary type appears to be wholly South Asian.""",india,
488,farigh-khatti,,fārigh-khaṭṭī,indic,financiallegal,523,320,Very close to the ṣulḥ-nāma in terms of function and content.,,
489,farigh-khatti,,fārigh-khaṭṭī,indic,financiallegal,524,320,"formula appearing both in exemplars and actual documents: ""these words in the manner of a fārigh-i khaṭṭī are written and given, so that they may be a record for the future"": این چند کلمه به طریقه فارغ خطی نوشته داده شد که ثانی الحال سند باشد",india,
490,farigh-khatti,,fārigh-khaṭṭī,indic,financiallegal,674,320,example of text renouncing claims and stating final payment: و این چند کلمه بطریق فارغخطی نوشته دادم که وقت حاجت بکار آید تمام و کمال وصول یافتم و سوای مبلغ هیچ دعوی بنده در محصول سال مذکور به فلان نمانده ,mughals,983.0
491,farigh-khatti,,fārigh-khaṭṭī,indic,financiallegal,690,320,"""A farigh-khatti was the written record of the fulfilment of obligations. They might be written when a loan was repaid, or a business partnership was terminated. The point of writing such a document was to produce a legal document to the effect that no dues remained payable from one party to another. In Bengali, Gujarati, Hindi, Marathi and Rajasthani, they were referred to as pharkhat, pharikhat or pharkati. In Marathi- and Gujarati-writing areas, they were used to record divorce settlements. These documents were usually, although not always, witnessed and sealed by a qazi.""",india,992.0
492,sulh-nama,صلحنامه,ṣulḥ-nāma,persianate,financiallegal,694,321,"""La Daʿwa Sulh Nama (Quittance Deed):Quittance deeds were produced after the resolution or termination of disputes, to record that the parties had no further claims on each other. To some extent, they were interchangeable with farigh-khattis, but the latter had a wider usage, for example as tax rexeipts, divorce deeds, and records of debt repayment. Also see farigh-khatti.""",india,992.0
493,dastur al-amal,دستور العمل,,indic,genre,525,322,"""The growing power and resources of these lower to mid-level [often Hindu] officers demanded a technical literature that could be used for instruction and reference in virtually any circumstances. This genre of Mughal Persian writing is usually referred to as the body of 'administrative manuals' or the dastūr al-ʿamal writings'. The surviving manuscripts (most in several copies) include glossaries and dictionaries of technical administrative terms; instructional tables for the novice first learning the chancery system of numerical notation (siyāqat, based on a shorthand version of Arabic words for the numerals); tables for eady reckoning of pay and allowances; copies of imperial regulations and rules; models and samples of official and semi-official letters (copies from the letter books of private secretaries to rulers and officials); sample orders, forms for routine administravie action and finally, models of letters of appointment to various official posts"" (8).",mughals,946.0
494,dastur al-amal,دستور العمل,,indic,genre,526,322,"""These manuals were reference works, for the secretary who needed to draft a letter of appointment to a provincial fiscal officer in proper form, for instance. They were used for instruction, but instruction was very much a private affair, given and regulated within the family rather than the regime"" (9).",mughals,946.0
495,dastur al-amal,دستور العمل,,indic,genre,527,322,"""At present, more than thirty Mughal administrative manuals have been identified, catalogued and utilized (some exist in unique, some in multiple copies)"" (9).",mughals,946.0
496,salis,,,indic,legal,532,323,"mediator in a legal context: ""Third a third person a mediator arbitrator umpire s̤ālis̤ biʼl-ḵẖair sm An unprejudiced or impartial arbitrator s̤ālis̤-s̤alās̤a.""",,528.0
497,pargana,پرگنه,,indic,province,533,325,"attested in the earliest surviving Mughal document (1527, Babur): ""The use of the administrative unit parganah, a term for a collection of villages which had been in official use in India from the 14th century, demonstrates the Mughals’ continued use of an existing administrative structure.""",mughals,
498,mutawajjihat,متوجهات,,indic,taxes,534,326,"attested in the earliest surviving Mughal document (1527, Babur): ""...the grant itself is called a suyurghāl, a Mongol term for a hereditary grant. Other new terms used are mutavajjihāt and māl u jihāt, both names of taxes found in documents of the Turkman and Timurid dynasties which ruled much of Iran during the 15th century.""",mughals,
499,malikana muqata,,,ottoman,taxesfinancialproperty,536,327,"""The life-term revenue tax farm (malikana muqataa) was a contract on state revenues which gave the tax contractor rights to collect taxes on the basis of established rates from the time of the award until the contractor's death. Usually these contracts were divided into shares held by more than one person... Public auctions for these life-term contracts were to be opened to both state elites and the provincial gentry.""",ottomans,
500,mu'ajjala,معجله,,,financial,537,328,"""The highest bidder [on a lifetime tax farm, malikane muqata] sealed his obligations to the state by the payment of an advance (muajjele), a sum which was officially estimated to correspond to two to three times the annual profit, but which was actually considerably higher.""",ottomans,
501,darugha-i adalat,داروغه عدالت,,indic,law,538,329,"""There arose a chain of appeals from the lowest to the highest. A case might be removed from any of the lower courts and might be brought before the Qazi of the prvoince, commonly called Darogha-e-Adalat.""",deccan,841.0
502,wilayat,ولایت,,islam,province,540,330,губерная,bukhara,296.0
503,wilayat,ولایت,,islam,province,879,330,владение,russian_turkestan,1135.0
504,tuman,تومان,,,property,541,331,уезд,bukhara,296.0
505,taraddud,تردد,,,agriculture,543,332,improvement of the land; cultivation,india,
506,taraddud,تردد,,,agriculture,544,332,بروقت سر سال لمبرداران هر دیه بتدبیر تردد اراضی مزروعه آن چنان خواهند پرداخت...,india,951.0
507,taraddud,تردد,,,agriculture,752,332,"""никаких мер не принимают"":‌ تردد نداشته اند",bukhara,1062.0
508,tah-bazari,ته بازاری,tah-bāzārī,indic,taxestrade,546,336,Ground-rent of a stall in a market; ground-rent or tax paid by shop-keepers in a market-place,india,528.0
509,tah-bazari,ته بازاری,tah-bāzārī,indic,taxestrade,547,336,Abolished in 1793 in Bengal Presidency,bengal,508.0
510,tah-bazari,ته بازاری,tah-bāzārī,indic,taxestrade,548,336,مسموع میشود که بابت رسوم ته بازاری احتساب بیضاپور بعلاقه نرخنویسی مزاحمت رسانیده ‌خلل اندازاند,deccan,80.0
511,maghfirat-ma'ab,مغفرت ماب,,,,549,338,title refers to someone who is now dead,,
512,tselkovyi,سولکه بای,,transoxania,money,550,339,قاضی اسلام لار ایکی سولکه بای پل الیب باکره نکاحینی قیلسونلار,,955.0
513,sayyib,ثیب,,islam,legalwomen,551,340,"a deflowered but unmarried woman, widow, dievorcee",,957.0
514,sayyib,ثیب,,islam,legalwomen,552,340,قاضی اسلام لار ایکی سولکه بای پل الیب باکره نکاحینی قیلسونلار و رئیس لار بر سولکه بای پل آلیب نکاح ثیبه قیلسونلار,,955.0
515,boza,بوزه,,,drink,553,341,و بوزه ایچماق و عرق ایچماق و قمار اویناماق  و زنا قیلماق و لواط قیلماق حرام ایکان,tashkent,955.0
516,bacha-bazi,بچه بازی,,persianate,,554,342,,,955.0
517,sum,صومصم,,transoxania,money,555,343,unusual spelling of صم instead of صوم attested,,959.0
518,sum,صومصم,,transoxania,money,582,343,note that there was no currency called Som; the word usually referred to Russian rubles,,
519,prustuf,پروستوف,,transoxania,province,556,344,قیزیل قوم پروستوفنینگ قاضیلار,,959.0
520,kulucha,کلوچه,,transoxania,militaryclothing,558,345,از دولت جناب عالی دکان گرفته ماشینه دوزی کرده اکثر کلوچه های یوزه بداش و غلامان سربازیه را دوخته مدتی بازارزوی دین شریف اسلام میکردیم,bukhara,958.0
521,kulucha,کلوچه,,transoxania,militaryclothing,559,345,Shodmon Vohidov: Формаи ҳарбии ба кител (kittel) монанд. Сарбоз ва афсарони бухоро мепушиданд. Бo пагон аз мовуӣи сахти кабуд ё хокиранг буд»,,
522,darubast,دروبست,,,,560,346,"entirely, all",,716.0
523,darubast,دروبست,,,,561,346,,,961.0
524,mahkama,محکمه,,,,565,347,управление,russian_turkestan,968.0
525,sawab-did,صوابدید,,,,566,348,جازه؛ تجویز,,8.0
526,hazir zamini,حاضر ضامنی,,indic,genre,570,350,An agreement to be responsible for someone else's taxes and appear before the government when the time comes to pay taxes.,india,
527,khadim al-fuqara,خادم الفقرا,,,honorific,572,352,this title always appears on Bukharan qazi-yi kalan seals,bukhara,966.0
528,aymaq,ایماق,,,,574,353,"For a summary of the fierce debates about the meaning of this term, see Paul, “Aymāq in 16th-Century Persian Sources from Central Asia. With a Document of Tax Exemption for the Descendants of Aḥmad Yasavī,” in From the Khan’s Oven: Essays on the History of Central Asian Religion in Honor of Devin DeWeese, ed. Jeff Eden, Allen Frank, and Eren Tasar (Leiden: Brill, 2021). Note that the term is common in Safavid sources, which is where much of the debate over it's meaning has taken place.",transoxania,
529,aymaq,ایماق,,,,575,353,"""nomads subject to taxation"": ""In the document published here, it is evident that aymāq has to do with social status, an inferior one. People listed among the aymāqāt pay taxes, and perhaps even specific ones, there is the term tavajjuhāt-i aymāqī, “aymāq dues”. ",transoxania,
530,aymaq,ایماق,,,,576,353,"in a 1958 Kyrgyz text, aymaq is used to refer to Semireche 'province'",soviet,
531,hiz,حیز,,,gender,577,354,in use in 19th-century official documentation in Russian Turkestan,,968.0
532,fara,فاره,,,police,579,355,قراویل لار فاره آلیب یب هیچ کیمکا آیتمیدو,tashkent,978.0
533,alban,البان,,,taxes,580,356,"present in Xinjiang Uyghur writing, often used on tandem with یساق, i.e. البان یساق",xinjiang,
534,alban,البان,,,taxes,581,356,often refers to corvee labor rather than a monetary tax,xinjiang,
535,kibitka,,,,taxesplace,586,358,kibitkas (nomadic households) were the basis of early Russian taxation,,
536,al-abd,العبد,,,,589,359,used in iqrār documents for countersigning,india,
537,bayyina,بینه,,,legal,591,360,"bayyina qāṭiʿa: ""unequivocal proof""",,
538,shahbandari,شهبندری,,ottoman,diplomacy,592,361,Ottoman term also used in Qajar texts to refer to a specifically Ottoman consulate,iran,904.0
539,hal,حال,ḥāl,,,596,363,"""spiritual sensitivity""",sufism,978.0
540,sani al-hal,ثانی الحال,,,,598,364,"used when a document will be 'of record' in the future, e.g. s̱ānī al-ḥāl sanad bāshad (e.g. in receipts)",india,
541,al-abd,,,,seal,599,365,written next to the seal when the person themself seals the document,,
542,dakchi-khana,داکچی خانه,,,infrastructure,601,367,"apparently used in Xinjiang as well (داکچی خانا), with Russian پوچتىخانا( included as a gloss",xinjiang,980.0
543,istifa,استیفا,istīfāʾ,islam,legal,604,368,"Mawardi makes a distinction between ijtihād, which is associated with scholarship, and istīfāʾ / tanfīdh, which is associated with rulership.",,
544,istifa,استیفا,istīfāʾ,islam,legal,605,368,أَخْذُ صاحِبِ الحَقِّ حَقَّهُ كامِلًا دون أنْ يَتْرُكَ مِنْهُ شَيْئًا,,
545,istifa,استیفا,istīfāʾ,islam,legal,611,368,صاحب نفایس الفنون گوید: علم استیفا عبارت است از معرفت قوانین که بدان ضبط دخل دیوان و کیفیت و کمیت محاسبات معلوم کنند,,982.0
546,istifa,استیفا,istīfāʾ,islam,legal,612,368,استیفا در اصطلاح دیوانی عبارت از شغل و عمل مستوفی است که کار مستوفی رسیدگی به امور مالی و تنظیم دفتر های مربوط بآن ایضا دخل و خرج یک ولایت یا همه مملکت بوده است,,982.0
547,tashrif,تشریف,,,,608,369,آنچه پادشاهان و سلاطین برای اظهار عاطفت و بزرگداشت به کسی میدادند و این لفظ شامل خلعت، القاب، و اجازه استفاده از برخی اشیاء میشده است,,982.0
548,khidmat,خدمت,,,,609,370,هدیه، تحفه,,982.0
549,khidmat,خدمت,,,,610,370,عریضه، نامه که بسلطان و بزرگان نویسند,,982.0
550,ism-i tafdil,اسم تفضیل,,,terminology,616,371,"""Similarly [to the emperor] the highest officials and nobles of the Court were all assigned high-flown titles and Nouns of comparison (ism-i-tafdil). Each was likened to a support or a prop (i'tiḍad) of the vault on which rested the Empire.""",mughals,983.0
551,muti' al-islam,مطیع الاسلام,,,phrasehonorifichindu,617,372,"""Hindu subordinates are always remembered thus: زبده الاماثل و الاقران قابل مرحمت و الاحسان مطیع الاسلام",,983.0
552,sa'ir-jihat,سائر جهات,,indic,,618,373,"""other demands"" that might (usually 'ought not to be') leveraged against the government",mughals,983.0
553,piramun nagardad,پیرامون,,,phrase,619,374,"""They shall not hover around the lands of the assignee"" - a stock phrase in Mughal documents.",,983.0
554,zabitana,ضابطانه,,,,627,376,"""Fees paid to the assessors and measurers.""",83,983.0
555,fard-i haqiqat,فرد حقیقت,,,,631,377,term can refer generically to previous records,mughals,983.0
556,fard-i haqiqat,فرد حقیقت,,,,633,377,"""statement of facts""",mughals,983.0
557,hasb al-amr,حسب الامر,,,decree,635,378,"""The orders issued by superiors, either in accordance with a farman or hasb al-hukm, or again directly from them at their own discretion for which the Emperor's sanction was not necessary...""",,983.0
558,razi-nama,راضی نامه,,,document_typesubordinate_to_superior,638,379,"""It is a kind of petition submitted by the muqaddims, chaudharis and the cultivators (muzara'an) to the divani declaring their willingness and satisfaction with the 'good behaviour' (husn-i-suluk) of the deshmukh.""",mughals,983.0
559,husn-i suluk,,rāżī-nāma,,phrase,639,380,"good behavior of a government official in the context of a rāżī-nāma: ""It is a kind of petition submitted by the muqaddims, chaudharis and the cultivators (muzara'an) to the divani declaring their willingness and satisfaction with the 'good behaviour' (husn-i-suluk) of the deshmukh.""",mughals,983.0
560,awaraja,آوارجه,,indic,document_typetrade,643,381,"""The qadi maintained an avāraja for keeping a daily inventory of [market] prices."" Related to the Narkh-Nāma kept by the Muhtasib.",mughals,983.0
561,awaraja,آوارجه,,indic,document_typetrade,699,381,"""Awarja (Record of Taxes Collected): An awarja is a record or tally of taxes due from a small area, usually a village. These office documents were written on paper on low quality, usually in very cursive, careless handwriting, with siyaq characters for the amounts of money involved - all these features making them very difficult to read. There are hundreds of awarjas in the Inayat Jung Collection, which pertains to the Golconda province, conquered by the Mughals in 1687, and later the Hyderabad state.""",india,992.0
562,ifraz,,,,legal,645,382,افراز کردن ؛ تقسیم کردن ملک مشاع,,8.0
563,ifraz,,,,legal,646,382,"Closing formula of a waqf document:‌ ""After [the wa ̄qif’s statement that he had turned the legal status of the objects explained above from privately owned property into waqf,] the wa ̄qif removedthese properties from his possession (dast), set them apart from his other private properties."" واقف مذکور این موقوفات را از دست خود اخراج کردند و از سائر املاک خود افراز نمودند",transoxania,
564,surat-i hal,صورت حال,ṣūrat-i ḥāl,,legal,647,383,"""Belonging to the category of the mahdar-nama, there are different other forms of 'summary of evidence' with public attestations submitted for a jury report variously called, a su'vāl, su'vāl-nāma or istishhād-nāma. It is mentioned as ṣūrat-i-ḥāl also.""",mughals,983.0
565,surat-i hal,صورت حال,ṣūrat-i ḥāl,,legal,661,383,"kayfiyat or surat-i hal: ""Statements and findings of the qāḍī and the muftī, or a brief of the history of disputes with objections to the statements of witnesses in the court.""",mughals,983.0
566,qurb u juwar,,,,,648,384,"A term used, for instance, when an appeal is made to the elite or gentry ""of the locality and the vicinity.""",mughals,983.0
567,rahn-nama,رهن نامه,,,document_typeproperty,649,385,"""It is a written contract of a mortgage, in which a transfer of a limited interest in an immovable property (in land, house or garden) is made in favour of a mortgagee (murtahin), in consideration of a mortgage money (as a loan)... It is also called a qabāla-nāma.""",mughals,983.0
568,rahn-nama,رهن نامه,,,document_typeproperty,696,385,"""A rahn nama recorded property held as security against a loan. The property so deposited with the lender could be recovered by the borrower, subject to repayment of the loan, in some cases, within a given time period only. The legal validity of rahn transactions was suspect in Islamic law, since they opened up the possibility of riba, or usury. Rahn Namas usually included detailed physical descriptions of the contracting parties. The Hindi word for rahn is girwi, also see Girwi Nama.""",india,992.0
569,qabala-nama,قباله نامه,,,,650,386,"""It is a written contract of a mortgage, in which a transfer of a limited interest in an immovable property (in land, house or garden) is made in favour of a mortgagee (murtahin), in consideration of a mortgage money (as a loan)... It is also called a qabāla-nāma.""",mughals,983.0
570,wasiqa,وثیقه,,islam,,653,387,"""Like the khaṭṭ and qabāla, the vathīqa is also a common appellation applicable to a variety of documents. It has, however, a definite connotation as a written bond of an obligation in regard to the family of a patron or benefactor; and enjoining upon the descendants and the successors of the executor of the undertaking, to conform to the injunction made in the vathīqa, lest they be held accountable for their conduct on the Day of Judgment.""",mughals,983.0
571,wasiqa,وثیقه,,islam,,654,387,"""Under the East India Company, the vathīqa signifies a letter of credential presented by its envoy to the ruling princes.""",british,983.0
572,toy,توی,,,,655,388,used to refer to a celebration for memorizing part of the Qur'an,,965.0
573,misl,مثل,,,,660,389,mis̱l-i muqaddama: a file or record of a legal case,mughals,983.0
574,kayfiyyat,کیفیت,,,,662,390,"kayfiyat or surat-i hal: ""Statements and findings of the qāḍī and the muftī, or a brief of the history of disputes with objections to the statements of witnesses in the court.""",mughals,983.0
575,istifta,استفتاء,,islam,legal,666,391,"""An istiftāʾ is yet another form of su'vāl or a question of law propounded to jurists, savants and ecclesiastics for their legal opinion on a controversial point of law (Sharia).""",mughals,983.0
576,istifta,استفتاء,,islam,legal,667,391,"beginning of an Istifa uses anonymized names, and begins thusly: چه می فرمایند علمای دین و مفتیان شرع متین اندرین صورت مثلا زید و عمر بر اراضی",mughals,983.0
577,tamlik,تملیک,,,property,668,392,"""... a tamlīk-nāma identifies itself legally as a deed of gift. It is executed for constituting possession over a property owned by the benefactor as part of his inheritance or legal share. It is made over to the donee in the form of a gift or conveyance voluntarily and without any compulsion.""",mughals,983.0
578,dastawiz,دستاویز,,,,669,393,term used in a generic way in 1841 Hyderabad document: طریق اقرار نامه و قبولیت و دستاویز معتبر نوشته,,
579,nazrana,نذرانه,,,subordinate_to_superior,670,394,"""A gift or present offered or received when people of rank meet or pay their respects to a prince; the fee paid to government as an acknowledgment for a grant of land or any public office.""",,528.0
580,taqaza,تقاضا,,,,671,395,"""Demanding or exacting payment (of a debt), dunning; pressing the settlement of a claim; demand, requisition, claim.""",,528.0
581,ibra-nama,ابراءنامه,,,legaldocument_type,672,396,"""Both [baz-nama and ibra-nama] signify a deed of (i) reconveyance of a property to the rightful owner and, (ii) relinguishing thereby all claims to its title in whole or in part, small or large of every kind in favour of or, against the same, held previously by virtue of a contract, i.e. rahn, ijāra, or through usurpation, voluntarily or for consideration of money, as the case may be.""",mughals,983.0
582,ibra-nama,ابراءنامه,,,legaldocument_type,675,396,از دعوی باز آمدم حق و ملکیت قطعۀ مذکوره تعلیق فلان دارد و از مایان هیچ سروکار نیست... درینولا گرفتم مواضع مزبوره در خاطر من نیامد و ادای مبلغ ما بقیه نیز نتوانستم کرد لهذا برضای و رغبت خود واپس گرفتم و در قبض و تسرف خود آوردمم,mughals,983.0
583,baz-nama,بازنامه,,,,673,397,"""Both [baz-nama and ibra-nama] signify a deed of (i) reconveyance of a property to the rightful owner and, (ii) relinguishing thereby all claims to its title in whole or in part, small or large of every kind in favour of or, against the same, held previously by virtue of a contract, i.e. rahn, ijāra, or through usurpation, voluntarily or for consideration of money, as the case may be.""",mughals,983.0
584,unwan,عنوان,,,terminology,677,398,"""The right hand margin below the sar-nama, records a reference to the ruling Emperor under whose reign the grant is being verified, in its relative form, for instance, Jahangiri, Shah Jahani and so on. This we call the ʿunwān (or ʿinwān) of the order.""",mughals,983.0
585,tashih,تسحیح,,,,678,399,"""rescripts purporting to verify a grant made by a former ruler""",mughals,983.0
586,tashih,تسحیح,,,,679,399,"""The officials are informed of the old possession held as madad-i-ma'ash, as having been settled and fixed (again) in the same manner as per details contained in the ḍimn in favor of the recipient of the farmans and sanads. They are enjoined that 'they shall not introduce any alterations or changes into the prescribed rules relating thereto, by no means whatever permit'...""",mughals,983.0
587,tashih,تسحیح,,,,680,399,"""The part which contains the confirmatory order is always strongly worded with tautological expressions: بدستور سابق بسط و قبض و تصرف حسب الضمن مقرر و مسلم داشته""",mughals,983.0
588,tashih,تسحیح,,,,681,399,"""The verso contains the following endorsement of the nishānī or fhte daftar-i ṣadārat: بتصحیح بمضمون متن رسید""",mughals,983.0
589,takid-patra,,,deccan,marathasdecreesuperior_to_junior,686,400,"""Takidpatras were royal letters associated with the Maratha state of the late seventeenth and eighteenth centuries. They were routinely sent to groups of district-level officials, and also to more elite notables, often with specific instructions for executing the decisions of a separate order or grant. In terms of form, they resembled the royal order (adnyapatra); however, they sometimes added a respectful greeting more commonly found in interpersonal letters. The standard title with which they referred to the officials addressed was derived from the Persian phrase ""mashhur al-anam"" (famous among mortals), which was in use during the earlier Deccan Sultanate period.""",deccan,992.0
590,bay-nama,بیعنامه,,,document_typetradefinancial,687,401,"""The word baiʿ means 'sale' in Arabic. An alternative terms for Indo-Persian sale deeds was 'Khat-i kharidgi'. Sale deeds were frequently written in the form of iqrars, that is, legally binding declarations, in the presence of parties, witnesses and a judge or qazi. They were often, although not always, sealed and verified by the qazi. Baiʿ Namas from the Indian subcontinent were frequently bi-lingual and written in two or more scripts. Names of witnesses were written in multiple scripts, and were accompanied by caste or community symbols. Certain kinds of sales, for example, sales of goods held in security for loans, or revocable sales, were legally suspect (in Islamic law). This was because they were (correctly) suspected of being devices for getting around the Islamic prohibition of interest. They existed, nevertheless, and are in evidence from across the subcontinent and the Indian Ocean.""",india,992.0
591,girwi,,,,,691,402,"""Girwi is the Hindi term for rahn. See Rahn Nama.""",,992.0
592,katba,کتبه,,deccan,,693,403,"""In the western Deccan, individual statements and undertakings were committed to paper by means of a flexible genre known as the katba (from the Arabic kitab). In private disputes, opposing parties presented katbas attesting to a claim and acknowledging the authority of the court or judicial assembly, as in the case of Adi Sethi's statement in our corpus. But katbas were also integral to state revenue administration. Village record-keepers routinely produced katbas in which cultivators and headmen would undertake to pay a certain sum of money or produce to the state following the next harvest. Finally, in the compound karja-katba form, this document type could serve as an interpersonal loan contract.""",india,992.0
593,taqsim,تقسیم,,,property,698,404,"""Taqsim Nama: A taqsim nama was a record of the division of property among heirs, usually after a death or a dispute. It was usually sealed and authorised by a qazi, and included a list of properties involved, presented in a tabular format.""",india,992.0
